기간,Brent
23년01월05일,78.69
23년01월06일,78.57
23년01월09일,79.65
23년01월10일,80.1
23년01월11일,82.67
23년01월12일,84.03
23년01월13일,85.28
23년01월16일,84.46
23년01월17일,85.92
23년01월18일,84.98
23년01월19일,86.16
23년01월20일,87.63
23년01월23일,88.19
23년01월24일,86.13
23년01월25일,86.12
23년01월26일,87.47
23년01월27일,86.66
23년01월30일,84.9
23년01월31일,84.49
23년02월01일,82.84
23년02월02일,82.17
23년02월03일,79.94
23년02월06일,80.99
23년02월07일,83.69
23년02월08일,85.09
23년02월09일,84.5
23년02월10일,86.39
23년02월13일,86.61
23년02월14일,85.58
23년02월15일,85.38
23년02월16일,85.14
23년02월17일,83
23년02월20일,84.07
23년02월21일,83.05
23년02월22일,80.6
23년02월23일,82.21
23년02월24일,83.16
23년02월27일,82.45
23년02월28일,83.89
23년03월01일,84.31
23년03월02일,84.75
23년03월03일,85.83
23년03월06일,86.18
23년03월07일,83.29
23년03월08일,82.66
23년03월09일,81.59
23년03월10일,82.78
23년03월13일,80.77
23년03월14일,77.45
23년03월15일,73.69
23년03월16일,74.7
23년03월17일,72.97
23년03월20일,73.79
23년03월21일,75.32
23년03월22일,76.69
23년03월23일,75.91
23년03월24일,74.99
23년03월27일,78.12
23년03월28일,78.65
23년03월29일,78.28
23년03월30일,79.27
23년03월31일,79.77
23년04월03일,84.93
23년04월04일,84.94
23년04월05일,84.99
23년04월06일,85.12
23년04월10일,84.18
23년04월11일,85.61
23년04월12일,87.33
23년04월13일,86.09
23년04월14일,86.31
23년04월17일,84.76
23년04월18일,84.77
23년04월19일,83.12
23년04월20일,81.1
23년04월21일,81.66
23년04월24일,82.73
23년04월25일,80.77
23년04월26일,77.69
23년04월27일,78.37
23년04월28일,79.54
23년05월01일,79.31
23년05월02일,75.32
23년05월03일,72.33
23년05월04일,72.5
23년05월05일,75.3
23년05월08일,77.01
23년05월09일,77.44
23년05월10일,76.41
23년05월11일,74.98
23년05월12일,74.17
23년05월15일,75.23
23년05월16일,74.91
23년05월17일,76.96
23년05월18일,75.86
23년05월19일,75.58
23년05월22일,75.99
23년05월23일,76.84
23년05월24일,78.36
23년05월25일,76.26
23년05월26일,76.95
23년05월29일,77.07
23년05월30일,73.54
23년05월31일,72.66
23년06월01일,74.28
23년06월02일,76.13
23년06월05일,76.71
23년06월06일,76.29
23년06월07일,76.95
23년06월08일,75.96
23년06월09일,74.79
23년06월12일,71.84
23년06월13일,74.29
23년06월14일,73.2
23년06월15일,75.67
23년06월16일,76.61
23년06월19일,76.09
23년06월20일,75.9
23년06월21일,77.12
23년06월22일,74.14
23년06월23일,73.85
23년06월26일,74.18
23년06월27일,72.26
23년06월28일,74.03
23년06월29일,74.34
23년06월30일,74.9
23년07월03일,74.65
23년07월04일,76.25
23년07월05일,76.65
23년07월06일,76.52
23년07월07일,78.47
23년07월10일,77.69
23년07월11일,79.4
23년07월12일,80.11
23년07월13일,81.36
23년07월14일,79.87
23년07월17일,78.5
23년07월18일,79.63
23년07월19일,79.46
23년07월20일,79.64
23년07월21일,81.07
23년07월24일,82.74
23년07월25일,83.64
23년07월26일,82.92
23년07월27일,84.24
23년07월28일,84.99
23년07월31일,85.56
23년08월01일,84.91
23년08월02일,83.2
23년08월03일,85.14
23년08월04일,86.24
23년08월07일,85.34
23년08월08일,86.17
23년08월09일,87.55
23년08월10일,86.4
23년08월11일,86.81
23년08월14일,86.21
23년08월15일,84.89
23년08월16일,83.45
23년08월17일,84.12
23년08월18일,84.8
23년08월21일,84.46
23년08월22일,84.03
23년08월23일,83.21
23년08월24일,83.36
23년08월25일,84.48
23년08월28일,84.42
23년08월29일,85.49
23년08월30일,85.86
23년08월31일,86.86
23년09월01일,88.55
23년09월04일,89
23년09월05일,90.04
23년09월06일,90.6
23년09월07일,89.92
23년09월08일,90.65
23년09월11일,90.64
23년09월12일,92.06
23년09월13일,91.88
23년09월14일,93.7
23년09월15일,93.93
23년09월18일,94.43
23년09월19일,94.34
23년09월20일,93.53
23년09월21일,93.3
23년09월22일,93.27
23년09월25일,93.29
23년09월26일,93.96
23년09월27일,96.55
23년09월28일,95.38
23년09월29일,95.31
23년10월02일,90.71
23년10월03일,90.92
23년10월04일,85.81
23년10월05일,84.07
23년10월06일,84.58
23년10월09일,88.15
23년10월10일,87.65
23년10월11일,85.82
23년10월12일,86
23년10월13일,90.89
23년10월16일,89.65
23년10월17일,89.9
23년10월18일,91.5
23년10월19일,92.38
23년10월20일,92.16
23년10월23일,89.83
23년10월24일,88.07
23년10월25일,90.13
23년10월26일,87.93
23년10월27일,90.48
23년10월30일,87.45
23년10월31일,87.41
23년11월01일,84.63
23년11월02일,86.85
23년11월03일,84.89
23년11월06일,85.18
23년11월07일,81.61
23년11월08일,79.54
23년11월09일,80.01
23년11월10일,81.43
23년11월13일,82.52
23년11월14일,82.47
23년11월15일,81.18
23년11월16일,77.42
23년11월17일,80.61
23년11월20일,82.32
23년11월21일,82.45
23년11월22일,81.96
23년11월23일,81.42
23년11월24일,80.58
23년11월27일,79.98
23년11월28일,81.68
23년11월29일,83.1
